boletin,fecha,materia,articulo,sesion,tramite,quorum,resultado,SERGIO AGUIL?,JENNY ALVAREZ,PEDRO PABLO ALVAREZ-SALAMANCA,OSVALDO ANDRADE,CLAUDIO ARRIAGADA,PEPE AUTH,RAM?N BARROS,GERM?N BECKER,JAIME BELLOLIO,BERNARDO BERGER,GABRIEL BORIC,PEDRO BROWNE,CRISTI?N CAMPOS,KAROL CARIOLA,LAUTARO CARMONA,LORETO CARVAJAL,JUAN LUIS CASTRO,GUILLERMO CERONI,FUAD CHAHIN,MARCELO CH?VEZ,DANIELLA CICARDINI,JUAN ANTONIO COLOMA,ALDO CORNEJO,FELIPE DE MUSSY,ROJO EDWARDS,SERGIO ESPEJO,MARCOS ESPINOSA,FIDEL ESPINOZA,DANIEL FARCAS,RAM?N FAR?AS,MAYA FERN?NDEZ,IV?N FLORES,IV?N FUENTES,GONZALO FUENZALIDA,SERGIO GAHONA,REN? MANUEL GARC?A,CRISTINA GIRARDI,JOAQU?N GODOY,RODRIGO GONZ?LEZ,HUGO GUTI?RREZ,ROMILIO GUTI?RREZ,GUSTAVO HASB?N,JAVIER HERN?NDEZ,MARCELA HERNANDO,MAR?A JOS? HOFFMANN,MIGUEL ?NGEL ALVARADO,GIORGIO JACKSON,ENRIQUE JARAMILLO,CARLOS ABEL JARPA,TUCAPEL JIM?NEZ,JOS? ANTONIO KAST,FELIPE KAST,ISSA KORT,JOAQU?N LAV?N,LUIS LEMUS,ROBERTO LE?N,FELIPE LETELIER,PABLO LORENZINI,JAVIER MACAYA,ROSAURO MART?NEZ,PATRICIO MELERO,DANIEL MELO,FERNANDO MEZA,VLADO MIROSEVIC,ANDREA MOLINA,CRISTI?N MONCKEBERG,NICOL?S MONCKEBERG,MANUEL MONSALVE,CELSO MORALES,JUAN ENRIQUE MORANO,CLAUDIA NOGUEIRA,IV?N NORAMBUENA,DANIEL N??EZ,MARCO ANTONIO N??EZ,PAULINA N??EZ,SERGIO OJEDA,JOS? MIGUEL ORTIZ,CLEMIRA PACHECO,DENISE PASCAL,DIEGO PAULSEN,JOS? P?REZ,LEOPOLDO P?REZ,JAIME PILOWSKY,ROBERTO POBLETE,YASNA PROVOSTE,JORGE RATHGEB,RICARDO RINC?N,GASPAR RIVAS,ALBERTO ROBLES,LUIS ROCAFULL,KARLA RUBILAR,JORGE SABAG,MARCELA SABAT,REN? SAFFIRIO,RA?L SALD?VAR,DAVID SANDOVAL,ALEJANDRO SANTANA,MARCELO SCHILLING,ALEJANDRA SEP?LVEDA,GABRIEL SILBER,ERNESTO SILVA,LEONARDO SOTO,ARTURO SQUELLA,JORGE TARUD,GUILLERMO TEILLIER,V?CTOR TORRES,RENZO TRISOTTI,JOAQU?N TUMA,MARISOL TURRES,JORGE ULLOA,CHRISTIAN UR?ZAR,IGNACIO URRUTIA,OSVALDO URRUTIA,CAMILA VALLEJO,PATRICIO VALLESP?N,ENRIQUE VAN RYSSELBERGHE,MARIO VENEGAS,GERM?N VERDUGO,MAT?AS WALKER,FELIPE WARD
9290-05,10 de sep de 2014 20:41 hrs.,Reforma tributaria que modifica el sistema de tributaci?n de la renta e introduce diversos ajustes en el sistema tributario.,modificaciones introducidas por el Senado en la letra g) del numeral 3) del art?culo 2? del proyecto,68,TERCER TR?MITE / INFORME ENMIENDAS DEL SENADO,QUORUM SIMPLE,APROBADO,0,10,10,10,10,10,10,10,10,10,10,-10,10,10,10,10,10,0,10,10,10,10,10,10,-10,10,10,10,10,0,10,10,0,10,10,10,10,-10,10,10,10,0,10,10,10,0,10,10,10,10,0,-10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,-10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
9290-05,10 de sep de 2014 20:41 hrs.,Reforma tributaria que modifica el sistema de tributaci?n de la renta e introduce diversos ajustes en el sistema tributario.,enmiendas introducidas por el Senado al numeral 1) del art?culo 2? del proyecto,68,TERCER TR?MITE / INFORME ENMIENDAS DEL SENADO,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,10,10,-10,10,-10,10,10,10,10,10,0,10,-5,10,10,10,10,-10,10,10,10,10,0,10,-5,0,-10,10,-10,10,-10,10,10,10,0,10,10,10,0,10,10,10,10,0,-10,10,10,10,10,10,-5,10,0,10,10,10,10,10,10,-10,10,10,-5,10,10,10,10,10,10,10,10,10,-10,10,-10,10,10,10,-10,10,10,10,10,0,10,-10,10,10,10,-10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
9290-05,10 de sep de 2014 20:40 hrs.,Reforma tributaria que modifica el sistema de tributaci?n de la renta e introduce diversos ajustes en el sistema tributario.,votaci?n del resto de las modificaciones introducidas por el Senado en el art?culo 1? del proyecto,68,TERCER TR?MITE / INFORME ENMIENDAS DEL SENADO,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,10,10,10,10,-10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,-10,10,10,10,0,10,10,10,0,10,10,10,10,0,-5,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,-5,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
9290-05,10 de sep de 2014 20:40 hrs.,Reforma tributaria que modifica el sistema de tributaci?n de la renta e introduce diversos ajustes en el sistema tributario.,modificaciones introducidas por el Senado al numeral 57) del art?culo 1? del proyecto,68,TERCER TR?MITE / INFORME ENMIENDAS DEL SENADO,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,10,10,10,-10,-5,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,-5,10,10,10,0,10,10,10,0,-10,10,10,10,0,-5,10,10,10,10,10,10,10,0,10,10,10,-10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,-10,10,10,0,10,-5,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
9290-05,10 de sep de 2014 20:40 hrs.,Reforma tributaria que modifica el sistema de tributaci?n de la renta e introduce diversos ajustes en el sistema tributario.,modificaciones introducidas por el Senado al numeral 48) del art?culo 1? del proyecto,68,TERCER TR?MITE / INFORME ENMIENDAS DEL SENADO,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,10,10,10,10,-5,10,10,10,10,10,0,10,10,10,10,10,10,-10,10,10,10,10,0,10,10,0,10,10,10,10,-5,10,0,10,0,10,10,10,0,10,10,10,10,0,-5,10,10,10,10,10,10,10,0,10,10,10,10,10,10,-5,10,10,10,10,10,10,10,10,10,10,10,10,-10,10,10,10,10,10,10,10,-10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10
9290-05,10 de sep de 2014 20:39 hrs.,Reforma tributaria que modifica el sistema de tributaci?n de la renta e introduce diversos ajustes en el sistema tributario.,enmiendas introducidas por el Senado al numeral 44) del art?culo 1? del proyecto,68,TERCER TR?MITE / INFORME ENMIENDAS DEL SENADO,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,10,10,10,10,-10,10,10,10,10,10,0,10,10,10,10,10,10,-10,10,10,0,0,0,10,10,0,10,10,10,10,-10,10,10,10,0,10,10,10,0,10,10,10,10,0,-10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,-5,10,10,10,10,10,10,10,10,10,10,10,10,-10,10,10,10,10,10,10,10,-10,10,10,0,10,-5,10,10,10,10,0,0,10,10,10,0,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10
9290-05,10 de sep de 2014 20:39 hrs.,Reforma tributaria que modifica el sistema de tributaci?n de la renta e introduce diversos ajustes en el sistema tributario.,modificaciones introducidas por el Senado al numeral 43) del art?culo 1? del proyecto,68,TERCER TR?MITE / INFORME ENMIENDAS DEL SENADO,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,10,10,10,10,-10,10,10,10,10,10,0,10,10,10,10,10,10,-10,10,10,10,10,0,10,10,0,10,0,10,10,-10,10,10,10,0,10,10,10,0,10,10,10,10,0,-10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,-5,10,10,10,10,10,10,10,10,10,10,0,10,-10,10,10,10,10,10,10,10,10,10,10,0,10,-5,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
9290-05,10 de sep de 2014 20:38 hrs.,Reforma tributaria que modifica el sistema de tributaci?n de la renta e introduce diversos ajustes en el sistema tributario.,enmiendas introducidas por el Senado al numeral 42) del art?culo 1? del proyecto,68,TERCER TR?MITE / INFORME ENMIENDAS DEL SENADO,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,10,10,10,-10,-10,10,10,10,10,10,0,10,10,10,10,10,10,-5,10,10,10,10,0,10,10,0,10,10,10,10,-10,10,10,10,0,10,10,10,0,10,10,10,10,0,-5,10,10,10,0,10,10,10,0,10,10,10,-10,10,10,-5,10,10,10,10,10,10,10,10,10,10,10,10,-5,10,10,10,10,10,10,10,-10,10,10,0,10,-5,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
9290-05,10 de sep de 2014 20:38 hrs.,Reforma tributaria que modifica el sistema de tributaci?n de la renta e introduce diversos ajustes en el sistema tributario.,modificaciones introducidas por el Senado al numeral 39) del art?culo 1? del proyecto,68,TERCER TR?MITE / INFORME ENMIENDAS DEL SENADO,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,10,10,10,-10,-10,10,10,10,10,10,0,10,10,10,10,10,10,-10,10,10,0,10,0,10,10,0,10,10,10,10,-10,10,10,10,0,10,10,10,0,10,10,10,10,0,-10,10,10,10,10,10,10,10,0,10,10,10,-10,10,10,-10,10,10,10,10,10,10,10,10,10,10,10,10,-10,10,10,10,10,10,10,10,0,10,10,0,10,-5,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
9290-05,10 de sep de 2014 20:37 hrs.,Reforma tributaria que modifica el sistema de tributaci?n de la renta e introduce diversos ajustes en el sistema tributario.,enmiendas introducidas por el Senado al numeral 37) del art?culo 1? del proyecto,68,TERCER TR?MITE / INFORME ENMIENDAS DEL SENADO,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,10,10,10,10,-10,10,10,10,10,10,0,10,10,10,10,10,10,-10,10,10,10,10,0,10,10,0,10,10,10,10,-10,10,10,10,0,10,10,10,0,10,10,10,10,0,-10,10,10,10,10,10,10,10,0,10,10,10,0,10,10,-5,10,10,10,10,10,10,10,10,10,10,10,10,-10,10,10,10,10,10,10,10,10,10,10,0,10,-5,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
9290-05,10 de sep de 2014 20:37 hrs.,Reforma tributaria que modifica el sistema de tributaci?n de la renta e introduce diversos ajustes en el sistema tributario.,modificaciones introducidas por el Senado al numeral 35) del art?culo 1? del proyecto,68,TERCER TR?MITE / INFORME ENMIENDAS DEL SENADO,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,10,10,10,10,-5,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,-5,10,10,10,0,10,10,10,0,10,10,10,10,0,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
9290-05,10 de sep de 2014 20:37 hrs.,Reforma tributaria que modifica el sistema de tributaci?n de la renta e introduce diversos ajustes en el sistema tributario.,enmiendas introducidas por el Senado al numeral 34) del art?culo 1? del proyecto,68,TERCER TR?MITE / INFORME ENMIENDAS DEL SENADO,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,10,10,10,-10,-10,10,10,10,10,10,0,10,10,10,10,10,10,-10,10,10,0,10,0,10,-10,0,10,10,10,10,-10,10,10,10,0,10,10,10,0,10,10,10,10,0,-5,10,10,10,10,10,-10,10,0,10,10,10,-10,10,10,-5,10,10,-5,10,10,10,10,10,10,10,10,10,-10,10,10,10,10,10,10,10,-10,10,10,0,10,-5,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
9290-05,10 de sep de 2014 20:36 hrs.,Reforma tributaria que modifica el sistema de tributaci?n de la renta e introduce diversos ajustes en el sistema tributario.,modificaciones introducidas por el Senado al numeral 27) del art?culo 1? del proyecto,68,TERCER TR?MITE / INFORME ENMIENDAS DEL SENADO,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,10,10,10,10,-10,10,10,10,10,10,0,10,10,10,10,10,10,-5,10,10,10,10,0,10,10,0,10,10,10,10,-10,10,10,10,0,10,10,10,0,10,10,10,10,0,-5,10,10,10,10,10,10,10,0,10,10,10,10,10,10,-5,10,10,10,10,10,10,10,10,10,10,10,10,-5,10,10,10,10,10,10,10,0,10,10,0,10,-5,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
9290-05,10 de sep de 2014 20:36 hrs.,Reforma tributaria que modifica el sistema de tributaci?n de la renta e introduce diversos ajustes en el sistema tributario.,enmiendas introducidas por el Senado al numeral 25) del art?culo 1? del proyecto,68,TERCER TR?MITE / INFORME ENMIENDAS DEL SENADO,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,10,10,10,10,-10,10,10,10,10,10,0,10,10,10,10,10,10,-10,10,10,10,10,0,10,10,0,10,10,10,10,-10,10,10,10,0,10,10,10,0,10,10,10,10,0,-10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,-5,10,10,10,10,10,10,10,10,10,10,10,10,-10,10,10,10,10,10,10,10,10,10,10,0,10,-5,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
9290-05,10 de sep de 2014 20:35 hrs.,Reforma tributaria que modifica el sistema de tributaci?n de la renta e introduce diversos ajustes en el sistema tributario.,modificaciones introducidas por el Senado al numeral 24) del art?culo 1? del proyecto,68,TERCER TR?MITE / INFORME ENMIENDAS DEL SENADO,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,10,10,10,10,-10,10,10,10,10,10,0,10,10,10,10,10,10,-10,10,10,10,10,0,10,10,0,10,10,10,10,-10,10,10,10,0,10,10,10,0,10,10,10,10,0,-10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,-5,10,10,10,10,0,10,10,10,10,10,10,10,-10,10,10,10,10,10,10,10,10,10,10,0,10,-5,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
9290-05,10 de sep de 2014 20:35 hrs.,Reforma tributaria que modifica el sistema de tributaci?n de la renta e introduce diversos ajustes en el sistema tributario.,enmiendas introducidas por el Senado al numeral 22) del art?culo 1? del proyecto,68,TERCER TR?MITE / INFORME ENMIENDAS DEL SENADO,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,10,10,10,10,-5,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,-5,10,10,10,0,10,10,10,0,-10,10,10,10,0,-5,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
9290-05,10 de sep de 2014 20:35 hrs.,Reforma tributaria que modifica el sistema de tributaci?n de la renta e introduce diversos ajustes en el sistema tributario.,modificaciones introducidas por el Senado al numeral 21) del art?culo 1? del proyecto,68,TERCER TR?MITE / INFORME ENMIENDAS DEL SENADO,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,10,10,10,-10,-10,10,10,10,10,10,0,10,10,10,10,10,10,-10,10,10,10,10,0,10,10,0,10,10,10,10,-10,10,10,10,0,10,10,0,0,-10,10,10,10,0,-5,10,10,10,10,10,10,10,0,10,10,10,-10,10,10,-5,10,10,10,10,10,10,10,10,10,10,10,10,-10,10,10,10,10,10,10,10,-10,10,10,0,10,-5,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
9290-05,10 de sep de 2014 20:34 hrs.,Reforma tributaria que modifica el sistema de tributaci?n de la renta e introduce diversos ajustes en el sistema tributario.,enmiendas introducidas por el Senado al numeral 18) del art?culo 1? del proyecto,68,TERCER TR?MITE / INFORME ENMIENDAS DEL SENADO,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,10,10,10,10,-5,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,-5,10,10,10,0,10,10,10,0,-5,10,10,10,0,-5,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10
9290-05,10 de sep de 2014 20:34 hrs.,Reforma tributaria que modifica el sistema de tributaci?n de la renta e introduce diversos ajustes en el sistema tributario.,modificaciones introducidas por el Senado al numeral 17) del art?culo 1? del proyecto,68,TERCER TR?MITE / INFORME ENMIENDAS DEL SENADO,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,10,10,10,10,-5,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,-5,10,10,10,0,10,10,10,0,10,10,10,10,0,-5,10,10,10,10,10,10,10,0,10,10,10,10,10,10,-5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
9290-05,10 de sep de 2014 20:33 hrs.,Reforma tributaria que modifica el sistema de tributaci?n de la renta e introduce diversos ajustes en el sistema tributario.,enmiendas introducidas por el Senado al numeral 16) del art?culo 1? del proyecto,68,TERCER TR?MITE / INFORME ENMIENDAS DEL SENADO,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,10,10,10,-10,-10,10,10,10,10,10,0,10,10,10,10,10,10,0,10,10,0,10,0,10,10,0,10,10,10,10,-10,10,10,10,0,10,10,10,0,10,10,10,10,0,-10,10,10,10,10,10,10,10,0,10,10,10,-10,10,10,-5,10,10,10,10,10,10,10,10,10,10,10,10,-10,10,10,10,10,10,10,10,-10,10,10,0,10,-5,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
9290-05,10 de sep de 2014 20:33 hrs.,Reforma tributaria que modifica el sistema de tributaci?n de la renta e introduce diversos ajustes en el sistema tributario.,modificaciones introducidas por el Senado al numeral 15) del art?culo 1? del proyecto,68,TERCER TR?MITE / INFORME ENMIENDAS DEL SENADO,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,10,10,10,10,-5,10,10,10,10,10,0,10,10,10,10,10,10,-5,10,10,10,10,0,10,10,0,10,10,10,10,-5,10,10,10,0,10,10,10,0,10,10,10,10,0,-10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,0,10,10,10,10,0,10,10,10,10,10,10,10,-10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
9290-05,10 de sep de 2014 20:32 hrs.,Reforma tributaria que modifica el sistema de tributaci?n de la renta e introduce diversos ajustes en el sistema tributario.,enmiendas introducidas por el Senado al numeral 11) del art?culo 1? del proyecto,68,TERCER TR?MITE / INFORME ENMIENDAS DEL SENADO,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,10,10,10,10,-10,10,10,10,10,10,0,10,10,10,10,10,10,-10,10,10,10,10,0,10,10,0,10,10,10,10,-10,10,10,10,0,10,10,10,0,-5,10,10,10,0,-10,10,10,10,10,10,10,10,0,10,10,10,-10,10,10,-5,10,10,10,10,10,10,10,10,10,10,10,10,-10,10,10,10,10,10,10,10,-10,10,10,0,10,-5,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
9290-05,10 de sep de 2014 20:32 hrs.,Reforma tributaria que modifica el sistema de tributaci?n de la renta e introduce diversos ajustes en el sistema tributario.,modificaciones introducidas por el Senado al numeral 10) del art?culo 1? del proyecto,68,TERCER TR?MITE / INFORME ENMIENDAS DEL SENADO,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,10,10,-10,-5,-10,10,10,10,10,10,0,10,10,10,10,10,10,-10,10,10,10,10,0,10,10,0,-10,10,-10,10,-10,10,10,10,0,10,10,10,0,-5,10,10,10,0,-10,10,10,10,10,10,10,10,0,10,10,10,-10,10,10,-10,10,10,10,10,10,10,10,10,10,10,10,10,-10,10,10,10,10,10,-10,10,-10,10,10,0,10,-10,10,10,10,-10,10,10,10,10,10,0,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10
9290-05,10 de sep de 2014 20:31 hrs.,Reforma tributaria que modifica el sistema de tributaci?n de la renta e introduce diversos ajustes en el sistema tributario.,enmiendas introducidas por el Senado al numeral 18) del art?culo 1? del proyecto,68,TERCER TR?MITE / INFORME ENMIENDAS DEL SENADO,QUORUM SIMPLE,APROBADO,10,0,10,0,0,0,10,0,10,-10,0,-10,10,0,0,10,0,0,0,0,0,10,10,10,-10,0,0,10,10,0,0,0,0,-10,10,-10,0,0,0,0,10,0,10,0,0,0,0,0,10,0,0,-10,10,10,0,10,10,0,10,0,0,0,10,0,10,10,-10,0,10,0,10,0,0,10,0,10,10,0,0,-10,0,10,0,0,0,-10,0,0,10,0,0,0,-10,10,0,0,-10,0,0,0,10,10,0,10,10,0,0,0,10,10,0,10,10,0,0,0,0,0,10,0
9290-05,10 de sep de 2014 20:30 hrs.,Reforma tributaria que modifica el sistema de tributaci?n de la renta e introduce diversos ajustes en el sistema tributario.,enmiendas introducidas por el Senado al numeral 8) del art?culo 1? del proyecto,68,TERCER TR?MITE / INFORME ENMIENDAS DEL SENADO,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,10,10,10,-5,-10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,-10,10,10,10,0,10,10,10,0,10,10,10,10,0,-5,10,10,10,10,10,10,10,0,10,10,10,10,10,10,-5,10,10,10,10,10,10,10,10,10,10,10,10,-10,10,10,10,10,10,10,10,-10,10,10,0,10,-5,10,10,10,10,10,10,10,10,10,0,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10
9290-05,10 de sep de 2014 20:30 hrs.,Reforma tributaria que modifica el sistema de tributaci?n de la renta e introduce diversos ajustes en el sistema tributario.,modificaciones introducidas por el Senado al numeral 6) del art?culo 1? del proyecto,68,TERCER TR?MITE / INFORME ENMIENDAS DEL SENADO,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,10,10,10,-10,-5,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,0,10,-10,0,10,10,10,10,-5,10,10,10,0,10,10,10,0,-5,10,10,10,0,10,10,10,10,10,10,10,10,0,10,10,10,-10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,-10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10
9290-05,10 de sep de 2014 20:29 hrs.,Reforma tributaria que modifica el sistema de tributaci?n de la renta e introduce diversos ajustes en el sistema tributario.,enmiendas introducidas por el Senado al numeral 4) del art?culo 1? del proyecto,68,TERCER TR?MITE / INFORME ENMIENDAS DEL SENADO,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,10,10,10,-10,-10,10,10,10,10,10,0,10,10,10,10,10,10,-10,10,10,10,10,0,10,10,0,10,10,10,10,-10,10,10,10,0,10,10,10,0,-10,10,10,10,0,-10,10,10,10,10,10,10,10,0,10,10,10,-10,10,10,-5,10,10,10,10,10,10,0,10,10,10,10,10,-10,10,10,10,10,10,10,10,-10,10,10,0,10,-5,10,10,10,10,10,10,10,10,10,0,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10
9290-05,10 de sep de 2014 20:29 hrs.,Reforma tributaria que modifica el sistema de tributaci?n de la renta e introduce diversos ajustes en el sistema tributario.,modificaciones introducidas por el Senado al numeral 1) del art?culo 1? del proyecto,68,TERCER TR?MITE / INFORME ENMIENDAS DEL SENADO,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,10,10,10,10,-10,10,10,10,10,10,0,10,10,10,10,10,10,-10,10,10,10,10,0,10,10,0,10,10,10,10,-10,10,10,10,0,10,10,0,0,10,10,10,10,0,-10,10,10,10,10,10,10,10,0,10,10,10,10,0,10,0,10,10,10,10,10,10,10,10,10,10,10,10,-10,10,10,10,10,10,10,10,-10,10,10,0,10,-5,10,10,10,10,10,10,10,10,10,0,10,10,10,0,10,10,10,10,10,10,10,10,10,-5,10,10,10
9421-08,04 de sep de 2014 12:46 hrs.,Modifica y perfecciona la ley que rige al Ministerio de Energ?a.,Enmienda del Senado,65,TERCER TR?MITE / INFORME ENMIENDAS DEL SENADO,QUORUM SIMPLE,APROBADO,-10,-10,0,0,0,10,10,10,10,10,0,10,10,-10,-10,0,0,0,0,10,-10,10,10,0,10,0,-5,0,10,0,-10,0,0,0,0,10,0,0,-10,0,10,0,-10,0,10,0,10,-10,0,0,-10,0,0,10,-10,0,10,0,10,0,10,-10,-5,10,10,10,10,0,0,0,10,0,-10,10,10,-10,10,-10,0,10,0,10,-5,-10,-10,10,-10,10,0,-10,10,10,10,-10,0,10,0,-10,-10,0,0,-10,10,0,0,-5,-5,-10,10,0,-10,10,10,-10,10,10,0,10,0,10
9336-25,20 de ago de 2014 13:13 hrs.,"Aumenta las plantas de personal de Carabineros de Chile; modifica la ley N? 20.502, que crea el Ministerio del Interior y Seguridad P?blica, y la ley N? 18.961, Org?nica Constitucional de Carabineros","Art?culo 5?, cuya votaci?n separada ha sido solicitada",60,PRIMER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,0,10,10,0,10,10,10,10,10,10,0,0,0,10,10,0,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,-5,10,10,10,10,10,10,10,10,0,-5,10,0,10,10,10,10,10,10,10,10,10,10,0,10,10,10,0,10,10,10,10,10,10,10,0,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,10,10,10,10,10,-5,10,10,10,10,10,10
